地区,经济,工业,服务
龙海市,32.8980353,454.6002985,0.66740141
南平市,23.77103882,358.3552159,0.021906741
延平区,39.81956679,878.9006398,0.675947842
建阳区,25.6932938,761.1284646,0.249110572
顺昌县,37.38494201,571.7307235,0.806112312
浦城县,65.41209232,891.8936072,0.763173538
光泽县,77.1190339,447.1497616,0.468668819
松溪县,35.7939439,379.0257038,0.210613324
政和县,18.86576187,348.180473,0.416106913
邵武市,12.22295746,276.599395,0.457843476
武夷山市,69.08397468,930.087329,0.468056154
建瓯市,72.42235207,132.7183937,0.04278688
龙岩市,47.01971104,572.1133243,0.905627786
新罗区,83.59679795,710.4039565,0.126366804
永定区,10.64462633,63.6783225,0.53666972
长汀县,14.42187702,837.8299274,0.733111926
上杭县,60.89357219,693.7959309,0.570343597
武平县,15.39365795,920.4716361,0.020666634
连城县,58.83568492,325.4036829,0.55719572
漳平市,15.75970302,352.6405475,0.367422721
宁德市,32.50882757,577.2617736,0.489909367
蕉城区,59.89846712,290.1763211,0.68329009
霞浦县,56.69570864,991.6612907,0.954091476
古田县,26.72545541,272.8110188,0.97625013
屏南县,76.72450808,478.1518809,0.293870659
寿宁县,76.75761888,960.9571139,0.063255512
周宁县,43.20833684,204.9525538,0.205227325
柘荣县,21.22999436,551.8857075,0.701278423
福安市,95.22319409,371.6594787,0.176953212
福鼎市,14.49294738,943.6791957,0.097283507
江西省,57.7466764,677.1272528,0.310097879
南昌市,67.78760636,739.2517365,0.846774931
东湖区,31.96333622,965.1362563,0.924011027
西湖区,86.84963943,549.9108358,0.98414107
青云谱区,43.94883662,777.1697187,0.715405325
湾里区,46.80059773,777.5810826,0.578296231
青山湖区,49.12308927,642.8228938,0.979103999
新建区,89.45075729,856.9267247,0.152535837
南昌县,26.4483871,457.0494562,0.953227684
安义县,28.60673005,834.676558,0.510839473
进贤县,94.43086811,275.2821007,0.961191153
景德镇市,46.59693272,28.91354085,0.542101161
昌江区,89.49868915,114.9340116,0.616781564
珠山区,43.79317909,744.9047619,0.145527997
浮梁县,59.89894967,499.6900586,0.21893651
乐平市,81.04556418,179.6934857,0.025920386
萍乡市,87.45553537,638.6859143,0.823630431
安源区,25.30105963,85.1772642,0.888911103
湘东区,91.10297008,671.2388463,0.812035942
莲花县,22.76710695,946.7653861,0.304314364
上栗县,21.74522973,184.6350939,0.928491713
芦溪县,19.57854864,290.6955442,0.759007381
九江市,81.63977523,504.5680425,0.732073052
濂溪区,84.93543476,745.4920012,0.784700335
浔阳区,20.3153996,243.2558267,0.887506956
柴桑区,61.441058,64.08209781,0.663129691
武宁县,99.53189492,15.54647086,0.066411847
修水县,27.75734145,165.6101924,0.76384051
永修县,71.73323761,773.884124,0.40609344
德安县,83.66833821,569.9515495,0.51881084
都昌县,66.60619179,137.8596915,0.146187138
湖口县,68.41885445,737.7516579,0.763540584
彭泽县,47.92195743,397.5926344,0.024806792
瑞昌市,86.34220699,155.1064384,0.147155571
共青城市,47.94219978,972.0315056,0.358995724
庐山市,95.95272053,595.034489,0.190521024
新余市,23.79626133,192.0039246,0.949062774
渝水区,63.82087301,131.4517711,0.28633721
分宜县,75.81661223,103.1267762,0.491815036
鹰潭市,53.89375208,392.0588846,0.852876797
月湖区,85.37418538,376.7536184,0.641195891
余江县,60.87282247,220.3608937,0.568664882
贵溪市,73.54641264,819.953702,0.668850567
赣州市,40.87025406,899.1691163,0.065727247
章贡区,41.54343317,118.1175383,0.507593633
南康区,32.33810122,708.8637777,0.379282777
赣县区,50.92147348,198.1412156,0.680223865
信丰县,22.38809755,147.1607415,0.98563392
大余县,52.64550878,499.9970625,0.836621808
上犹县,30.5966386,175.0843724,0.358526123
崇义县,74.10402245,393.4763533,0.732496591
安远县,45.92498872,472.0248169,0.89600744
龙南县,16.1699954,793.0255087,0.511687091
定南县,32.22761221,72.58146921,0.326952171
全南县,66.35619646,987.4029355,0.89614799
宁都县,88.60419066,563.5413618,0.231961887
于都县,36.32504418,185.9120744,0.038930278
兴国县,35.89966596,751.3200746,0.507410869
会昌县,88.65084777,742.203222,0.251294178
寻乌县,36.02960892,517.9693824,0.441896894
石城县,26.04760293,727.5548475,0.533180318
瑞金市,62.18634873,32.27188127,0.805047533
吉安市,84.60687056,945.4617024,0.421360264
吉州区,33.39569467,164.0570312,0.073511017
青原区,63.81756608,566.6519261,0.613340438
吉安县,46.40257286,992.1310767,0.743937985
吉水县,71.65402625,951.4873037,0.451187737
峡江县,46.91059399,237.9790648,0.557831296
新干县,31.80180832,816.9609705,0.751260428
永丰县,80.76313011,486.1644685,0.262519419
泰和县,30.36319874,923.1966658,0.37089835
遂川县,68.59193213,203.3888239,0.750126787
万安县,36.85403504,650.270184,0.019814523
安福县,35.86984,683.6567963,0.210879256
永新县,12.54258619,28.38443084,0.899623099
井冈山市,88.26790842,494.1973722,0.184443787
宜春市,75.66173841,681.6279991,0.213858799
袁州区,58.33139219,615.194756,0.157808138
奉新县,93.25892837,318.0230996,0.304036141
万载县,40.18647628,383.3709087,0.577215608
上高县,73.12119264,672.6504343,0.632275177
宜丰县,61.4723657,726.9753424,0.027245662
靖安县,63.8173935,534.9551906,0.958798387
铜鼓县,22.24350251,991.2711194,0.554415642
丰城市,78.44052567,134.2902239,0.453359201
樟树市,98.42882533,874.6283472,0.119269184
高安市,81.89901595,485.1224355,0.00430596
抚州市,52.27948812,489.9963406,0.266891165
临川区,52.60761768,193.1214673,0.441970263
东乡区,19.42115682,30.40075291,0.822664431
南城县,39.36656039,20.3000424,0.528764548
黎川县,49.8642746,938.7128742,0.871834555
南丰县,75.79897382,41.87679329,0.221340251
崇仁县,85.10744088,292.3397805,0.720087703
乐安县,61.9850478,312.3510588,0.648616206
宜黄县,12.85150412,157.4806625,0.16018054
金溪县,31.68028762,963.3130692,0.99831058
资溪县,23.77800994,629.1687983,0.906185409
广昌县,15.31237556,623.9562165,0.623730099
上饶市,49.27239418,246.1277642,0.612711096
信州区,34.74368784,605.4191836,0.884906226
广丰区,76.66500514,76.67002181,0.20067605
上饶县,39.96377814,778.5436831,0.081639022
玉山县,16.97513085,242.3246516,0.806928144
铅山县,10.61415484,193.2960308,0.69462673
横峰县,35.42111536,786.2960104,0.659896135
弋阳县,51.68652403,326.408866,0.001639643
余干县,61.46364473,665.0106732,0.360069076
鄱阳县,55.93209413,812.0028673,0.691853802
万年县,68.5842553,682.1179264,0.302758041
婺源县,22.34130978,992.0855559,0.771373216
德兴市,66.49670359,763.6592834,0.798773137
山东省,37.68088552,689.7162944,0.173245847
济南市,99.34996717,85.63275813,0.089564272
历下区,65.89273977,604.5881749,0.773144956
市中区,53.02721488,256.9288072,0.584369419
槐荫区,69.0449317,918.5677967,0.379517977
天桥区,70.02044619,173.9235059,0.769099676
历城区,75.43738435,76.9846377,0.982339036
长清区,48.8568463,354.0190217,0.078229284
章丘区,41.60050388,332.2313858,0.982923982
平阴县,52.20296161,585.4714331,0.579892378
济阳县,96.0749222,431.5763386,0.864785461
商河县,29.58051069,939.1420151,0.689724358
青岛市,78.25944244,91.83992665,0.472934836
市南区,44.56840836,35.9667868,0.124997343
市北区,71.1612461,284.3272419,0.203873111
黄岛区,32.65761852,936.819414,0.6095972
崂山区,55.42336463,738.6602839,0.871742117
李沧区,81.80534607,243.1474253,0.430103106
城阳区,13.7858047,134.7649903,0.687193053
即墨区,58.39584821,654.4881428,0.07109832
胶州市,66.61283771,833.8352146,0.432311563
平度市,41.23430253,3.689855917,0.385080508
莱西市,33.99166986,578.4834485,0.801309
淄博市,13.12854039,25.41435265,0.232782976
淄川区,61.52103682,95.19869929,0.254033976
张店区,74.21414565,761.6597267,0.476996358
博山区,36.41766276,860.0260907,0.106176359
临淄区,80.92446535,301.2303599,0.207132969
周村区,62.58873455,551.2705934,0.935696103
桓台县,92.05440671,373.0373766,0.517850904
高青县,40.19466559,298.0658341,0.086987004
沂源县,52.58256754,65.4020604,0.923196072
枣庄市,71.31450541,419.878343,0.474349465
市中区,22.90940203,138.7358886,0.222299376
薛城区,90.90916074,837.8575519,0.946027218
峄城区,35.97414644,926.6150373,0.170592285
台儿庄区,74.25148794,650.6395079,0.7364143
山亭区,66.73176761,304.1951055,0.015180325
滕州市,76.95157218,688.783236,0.32881677
东营市,65.25718211,868.9135474,0.721388529
东营区,73.63812291,125.8642654,0.795543692
河口区,33.95053871,645.301126,0.005248748
垦利区,11.31737992,728.5649043,0.208687819
利津县,89.42156663,635.5587356,0.579945417
广饶县,81.61283562,164.0598452,0.556985259
烟台市,82.98294799,113.253102,0.954757697
芝罘区,10.27408958,463.5177945,0.81225419
福山区,24.2051496,445.6133458,0.699522938
牟平区,18.88108341,406.9484541,0.126728598
莱山区,29.77814876,606.4145787,0.533107598
长岛县,51.13361478,636.4069029,0.634352502
龙口市,24.31068839,140.7356568,0.115539208
莱阳市,65.64105571,839.7516032,0.898893834
莱州市,30.64703737,167.2333653,0.125580444
蓬莱市,60.69245468,258.6068203,0.636897206
招远市,39.52725463,869.2026306,0.392921977
栖霞市,92.53719617,613.2154096,0.54642324
海阳市,64.47798836,665.0498934,0.280923492
潍坊市,90.47108952,482.2390909,0.324156801
潍城区,39.2000086,790.075962,0.377359139
寒亭区,94.48426274,89.1327172,0.225630774
坊子区,37.80917595,797.4803496,0.262535479
奎文区,89.38088992,816.024654,0.59520906
临朐县,94.43543267,894.9545066,0.296561195
昌乐县,57.41868785,229.6507441,0.509461635
青州市,91.0191704,106.0479959,0.714355518
诸城市,67.63426561,819.7385376,0.969563788
寿光市,36.8542996,408.2154087,0.065825671
安丘市,30.14734312,591.8769017,0.066841082
高密市,24.62340532,530.9578207,0.39306787
昌邑市,55.83047154,187.3784847,0.050057139
济宁市,58.59354792,444.8192249,0.89994674
任城区,33.38803202,890.9660371,0.057727203
兖州区,51.43793056,901.4748882,0.975812186
微山县,25.39878885,308.3941446,0.123993006
鱼台县,77.4160643,406.131974,0.802596232
金乡县,81.96573658,659.7033959,0.561955093
嘉祥县,33.17863161,594.6943283,0.730455889
汶上县,22.18369631,544.6767692,0.84713252
泗水县,29.51342838,52.15631955,0.731849878
梁山县,80.94497145,722.9306044,0.085619658
曲阜市,37.95835414,448.2782535,0.044066405
邹城市,11.85496969,925.0514547,0.163928975
泰安市,67.80667623,634.2437986,0.930656213
泰山区,88.07884441,191.9880871,0.806310363
岱岳区,38.93296175,918.7976545,0.507300592
宁阳县,69.56837347,304.3993341,0.548929148
东平县,60.18540009,218.5402344,0.305051875
新泰市,26.44492311,30.08035071,0.686450923
肥城市,30.93632535,285.6229226,0.327873583
威海市,73.02943921,670.4967771,0.915921358
环翠区,58.03171907,222.730623,0.980100687
文登区,90.36046208,843.5317352,0.040480323
荣成市,26.95388786,275.1710399,0.370521586
乳山市,90.40195337,108.3818529,0.548427551
日照市,45.70968936,18.40152843,0.742190308
东港区,85.16951564,521.74538,0.936715254
岚山区,11.09452374,747.5775558,0.036523021
五莲县,10.99243121,5.137018078,0.367621413
莒县,10.86412877,460.204097,0.326349447
莱芜市,23.42328913,175.67488,0.317195879
莱城区,53.97997585,359.8961204,0.802874949
钢城区,66.89786525,376.8221225,0.032940786
临沂市,29.58029828,793.0838529,0.49304249
兰山区,76.81931325,402.0125922,0.245974945
罗庄区,32.02271674,40.38593902,0.405809354
河东区,78.37464743,798.7323721,0.347307762
沂南县,94.22473386,529.3718143,0.734730166
郯城县,70.59139722,672.7021967,0.713117401
沂水县,94.86855385,343.5055704,0.852684553
兰陵县,72.15097927,245.0900338,0.545834906
费县,24.54452644,60.20892983,0.700164607
平邑县,78.7210798,665.1906308,0.131240769
莒南县,52.53088271,897.8627673,0.291538545
蒙阴县,23.02945335,437.6164363,0.82485923
临沭县,44.21419117,767.7941948,0.093487432
德州市,65.03691312,288.6859861,0.906418498
德城区,59.28793023,317.7126707,0.989671252
陵城区,71.17458789,941.6411105,0.933770447
宁津县,84.39323773,857.6456498,0.115407196
庆云县,53.00236868,432.5106431,0.761150879
临邑县,67.53255992,129.2791961,0.623675933
齐河县,55.67896841,340.8470185,0.419527629
平原县,15.55117312,611.1271152,0.888697417
夏津县,17.96090229,778.276169,0.222644622
武城县,84.12928314,717.4283246,0.209118746
乐陵市,16.29676364,972.6306874,0.439703251
禹城市,12.95616331,976.3442638,0.560242435
聊城市,75.17025044,275.3103938,0.82150017
东昌府区,84.0307367,523.3783638,0.112294654
阳谷县,45.36225055,710.7807354,0.181055243
莘县,49.57092607,69.98257979,0.063364254
茌平县,60.54358324,299.2865745,0.213722517
东阿县,38.02452713,745.2705395,0.065954688
冠县,62.53100495,594.1332664,0.461430539
高唐县,66.73639426,813.8736431,0.054486008
临清市,50.57151009,964.4541067,0.942942437
滨州市,11.57052571,156.7113209,0.261555664
滨城区,65.54719332,736.5807193,0.467069449
沾化区,81.51451754,807.9501496,0.577630905
惠民县,26.62919215,413.2173197,0.195944232
阳信县,68.46944226,154.1103152,0.078683941
无棣县,71.16858987,502.392444,0.830369666
博兴县,27.14371438,290.8162673,0.667096855
邹平县,85.17890451,66.84049669,0.889545135
菏泽市,24.88517607,439.0858713,0.203346229
牡丹区,53.17903535,250.8309221,0.212480965
定陶区,89.77799292,260.3665865,0.279338656
曹县,43.58580621,416.8423545,0.366925816
单县,25.70421832,787.4134247,0.100066642
成武县,82.53808774,193.8088465,0.256081002
巨野县,44.12935304,391.874832,0.364874027
郓城县,67.96791761,783.224594,0.663763272
鄄城县,52.30315484,371.940011,0.868315207
东明县,62.87517653,513.2571105,0.598820081
河南省,51.99900292,33.38690505,0.062798757
郑州市,58.37131929,993.815448,0.441929018
中原区,22.14821393,529.771664,0.619491444
二七区,71.92180842,91.21212813,0.816896274
管城回族区,92.40562162,222.9868997,0.961963485
金水区,85.90167181,761.8119842,0.369699495
上街区,19.25791466,598.2595936,0.80020302
惠济区,24.05026907,277.0993663,0.29515326
中牟县,59.2171765,231.1550954,0.344149427
巩义市,99.16674145,735.1966847,0.391305598
荥阳市,43.30466235,28.93439087,0.151790798
新密市,75.24170981,606.4900593,0.787384973
新郑市,93.45006571,650.0137482,0.307118305
登封市,65.92517118,276.0990946,0.737478653
开封市,59.27462871,338.88029,0.695145291
龙亭区,25.40185084,422.8493597,0.426315095
顺河回族区,24.20675419,428.9451541,0.902026547
鼓楼区,50.24464932,88.29670852,0.453551244
禹王台区,49.7098375,595.7144958,0.985589721
祥符区,83.85862085,964.9487071,0.955214344
杞县,49.70262564,693.6698239,0.302041534
通许县,89.0995176,763.069484,0.805311364
尉氏县,73.96559865,384.5044654,0.970250426
兰考县,85.52193237,873.3552822,0.978523569
洛阳市,57.82649976,575.8761961,0.783440655
老城区,78.41393467,447.1736905,0.284446159
西工区,51.05366095,972.1407764,0.123335244
瀍河回族区,13.91568381,900.9812801,0.075826839
涧西区,28.66541678,993.272917,0.635650776
吉利区,70.24948126,688.3557423,0.804546971
洛龙区,50.49412058,474.2065709,0.624550202
孟津县,77.50952421,908.0155909,0.379474476
新安县,38.44568177,220.5646176,0.675541859
栾川县,36.44037643,56.72925516,0.193423148
嵩县,79.24326595,595.0738365,0.140373131
汝阳县,44.08687865,636.6285934,0.526946009
宜阳县,98.12214381,375.4279811,0.878602377
洛宁县,29.83675398,157.5766126,0.670627804
伊川县,82.87539606,790.2733159,0.275281174
偃师市,92.65969578,681.7475352,0.001729946
平顶山市,48.21200189,686.0325707,0.475150487
新华区,40.85575081,562.1293891,0.096145953
卫东区,32.92459573,273.3993281,0.825004322
石龙区,19.99828982,405.0008324,0.926515683
湛河区,83.48496959,812.7616382,0.09290991
宝丰县,83.40161297,620.5234982,0.364362146
叶县,47.41874325,34.15063859,0.423112183
鲁山县,62.43084169,700.67956,0.22132492
郏县,24.55630826,109.0643013,0.774276937
舞钢市,21.88351622,495.4763293,0.933459508
汝州市,36.41934746,963.3503173,0.144419351
安阳市,68.2385159,584.7437424,0.204891685
文峰区,24.38164008,77.30284799,0.959587534
北关区,14.66627057,156.062399,0.352860377
殷都区,87.95793721,233.1246503,0.428532796
龙安区,92.3790398,637.6246455,0.206554445
安阳县,75.29598411,259.370393,0.495345386
汤阴县,63.31027363,62.23438,0.958789008
滑县,38.5871618,409.2481439,0.041389507
内黄县,12.72920498,372.6298524,0.523126708
林州市,80.89923597,567.2522918,0.198857751
鹤壁市,27.68606259,622.6110588,0.448719158
鹤山区,19.32136297,402.110596,0.151652089
山城区,14.85367042,975.1698543,0.885345122
淇滨区,78.0773448,293.4006013,0.990084542
浚县,76.03402987,288.2914177,0.282842423
淇县,93.59651903,593.2695455,0.595456317
新乡市,54.86762761,102.6746221,0.226800044
红旗区,27.38853781,749.3113666,0.660239494
卫滨区,55.99952549,150.2576967,0.660708429
凤泉区,34.70260355,793.2695857,0.066583808
牧野区,47.5148953,111.0162065,0.189016412
新乡县,43.85181894,129.4710956,0.452509519
获嘉县,15.40379663,153.0735932,0.686735051
原阳县,39.03105625,710.8387209,0.131461998
延津县,83.92083901,473.6378962,0.904543266
封丘县,20.717223,474.0151577,0.769418014
长垣县,55.79811137,276.2609337,0.036113917
卫辉市,55.45996843,712.9350996,0.507283105
辉县市,48.98113669,522.4633398,0.058943913
焦作市,47.05166004,207.893246,0.533514805
解放区,11.42025927,915.0109635,0.72219035
中站区,71.04753215,734.1426952,0.383595559
马村区,50.4581884,124.6968006,0.893844422
山阳区,64.38855759,157.081629,0.357632422
修武县,59.1749451,68.96027808,0.482239139
博爱县,78.95915124,835.3863904,0.186647475
武陟县,20.42798036,806.8134046,0.090493017
温县,69.01095876,142.938325,0.426812929
沁阳市,78.24215165,833.1924359,0.089079659
孟州市,49.22823142,576.2988507,0.012126181
濮阳市,79.35419922,667.1809985,0.184595661
华龙区,34.64563363,780.477916,0.314303816
清丰县,50.34955727,111.5629845,0.885350609
南乐县,80.6843194,532.9802283,0.519687945
范县,23.24661858,189.0090745,0.523176538
台前县,14.58134663,172.2107431,0.239660429
濮阳县,59.64887339,592.7757898,0.234604013
许昌市,77.79191702,250.3915989,0.944711403
魏都区,88.60459101,970.7052413,0.102153178
建安区,56.14197055,641.9336244,0.374575713
鄢陵县,52.4924335,826.081866,0.030756958
襄城县,68.29448196,19.41346996,0.703716502
禹州市,35.20794673,688.3784641,0.95265546
长葛市,48.10136877,843.3268491,0.137673095
漯河市,93.40987964,621.2956629,0.079646738
源汇区,58.38988135,128.4606013,0.997372326
郾城区,56.45746869,787.4241468,0.777407857
召陵区,27.77401514,300.798813,0.883997251
舞阳县,50.34223343,827.867865,0.035875678
临颍县,59.98402305,794.609859,0.690574811
三门峡市,15.15748107,328.6313199,0.901110827
湖滨区,83.56439848,978.4158046,0.182339841
陕州区,49.70717575,924.9720783,0.754837855
渑池县,18.94582859,204.9951832,0.302901638
卢氏县,80.07223801,141.6462237,0.286880175
义马市,91.4068301,377.7545473,0.306991363
灵宝市,59.97568118,504.5680035,0.22228369
南阳市,97.1327354,777.9945874,0.032348894
宛城区,25.65396028,188.994472,0.383305901
卧龙区,61.59747654,438.0908137,0.551234692
南召县,15.59429437,594.0785406,0.605585574
方城县,93.65341973,587.0099476,0.291151395
西峡县,21.86534402,232.8580798,0.912701912
镇平县,11.30210362,769.9586071,0.709418331
内乡县,91.02927263,768.6456309,0.328857513
淅川县,77.78753665,475.4574451,0.372715995
社旗县,79.15330678,86.17318126,0.636059707
唐河县,84.39634884,598.3780465,0.875786298
新野县,98.58670175,956.8772529,0.796989717
桐柏县,34.62211428,654.5898732,0.033778005
邓州市,43.82100061,393.8028313,0.489619503
商丘市,66.42314442,380.7707062,0.730761392
梁园区,89.07063791,941.1086715,0.918776577
睢阳区,48.95119393,760.1177431,0.661857897
民权县,14.07341553,304.961908,0.664782853
睢县,13.87955598,801.0176786,0.579392418
宁陵县,26.18878619,281.7983215,0.904065315
柘城县,75.69794625,971.8809017,0.932332576
虞城县,22.44311551,372.0757032,0.199968671
夏邑县,17.90260492,850.4009086,0.562044442
永城市,89.09586334,834.8912116,0.116722234
信阳市,40.66247622,984.7530758,0.296708079
浉河区,74.8939202,38.40878907,0.086548087
平桥区,83.05424077,412.7228733,0.891076143
罗山县,83.94271463,357.5390043,0.843324178
光山县,78.71405103,994.0120831,0.990118127
新县,16.72515685,82.57267951,0.730252551
商城县,53.58162543,193.5352964,0.796821945
固始县,12.17771297,610.355839,0.541144779
潢川县,24.25466004,161.5230567,0.516480932
淮滨县,79.55656447,202.3650128,0.672944234
息县,79.93170689,596.1635449,0.109930436
周口市,43.30929122,194.6307203,0.086482465
川汇区,31.80042301,49.22130069,0.574244651
扶沟县,29.96940553,665.5703607,0.729725904
西华县,19.81560199,371.9999902,0.035077877
商水县,80.81196191,939.2465732,0.450778766
沈丘县,78.99762208,979.5879889,0.983362872
郸城县,15.90745294,867.63838,0.797374915
淮阳县,29.51158495,920.4303735,1.87412E-05
太康县,58.23236263,209.9932201,0.232973217
鹿邑县,90.5346842,446.8950636,0.755417097
项城市,51.57271444,629.2349733,0.904074038
驻马店市,31.68395675,78.32573012,0.899553579
驿城区,14.32009337,136.5905218,0.582602674
西平县,56.81228465,121.2317865,0.368389072
上蔡县,89.55308579,339.0287351,0.154294077
平舆县,18.41395962,943.9903356,0.275346992
正阳县,65.81964688,60.81939797,0.258588731
确山县,19.28008645,102.0579409,0.511785211
泌阳县,20.63746935,81.90197573,0.369716492
汝南县,60.75534122,457.0810825,0.436906156
遂平县,67.81583095,642.7979683,0.972764358
新蔡县,29.67097594,800.7260959,0.372662017
济源市,10.90651255,88.85042,0.804577434
湖北省,71.8218888,322.8232703,0.453631666
武汉市,86.82941851,57.50446325,0.495411104
江岸区,16.30427939,702.1395025,0.652428579
江汉区,84.02051302,288.0911769,0.190735087
硚口区,32.39720008,980.6027396,0.729273425
汉阳区,18.4578023,952.6242201,0.236849962
武昌区,20.16134844,337.9604702,0.49790966
青山区,76.67370345,366.8404562,0.133800232
洪山区,94.94956387,325.6096011,0.089887747
东西湖区,61.73338794,656.1858539,0.156097957
汉南区,25.25197039,683.5937772,0.29144498
蔡甸区,66.82859788,247.0824848,0.142100123
江夏区,19.88185626,852.0674922,0.975551528
黄陂区,77.05928806,502.7458409,0.517254791
新洲区,76.88583878,997.5294887,0.124205597
黄石市,27.6432169,868.9160124,0.618856586
黄石港区,87.75378127,401.3407055,0.356785983
西塞山区,41.55067727,593.279262,0.06209491
下陆区,11.49965577,160.4704273,0.001525027
铁山区,90.85123131,821.0285606,0.884052042
阳新县,84.23229175,708.9485645,0.327729814
大冶市,81.80254211,222.2407068,0.14935653
十堰市,80.76386032,425.7681132,0.594948414
茅箭区,23.02440007,589.9106257,0.101718304
张湾区,94.86589145,345.8190445,0.230061543
郧阳区,54.299301,775.2787418,0.077272852
郧西县,42.84925506,380.7434272,0.928005454
竹山县,11.26384219,721.5745954,0.303146124
竹溪县,11.46014141,399.2400054,0.133447662
房县,98.06175544,344.4056477,0.157125715
丹江口市,52.89263804,237.3560381,0.463262547
宜昌市,17.696872,227.0531621,0.683578375
西陵区,77.55521158,812.7919167,0.567098758
伍家岗区,83.51293014,526.9474796,0.320802267
点军区,28.31906966,649.8868915,0.312321233
猇亭区,94.76483119,105.5868947,0.167024959
夷陵区,62.00801439,897.6661297,0.353245872
远安县,51.79631948,959.1083156,0.580290215
兴山县,17.88882362,385.476456,0.284228901
秭归县,23.20955077,927.374215,0.595306677
长阳土家族自治县,32.62606608,292.5342861,0.671365648
五峰土家族自治县,29.45231534,156.8485276,0.577747411
宜都市,48.67006921,885.608177,0.590256946
当阳市,25.08972989,461.9477138,0.946088242
枝江市,98.00641771,196.8382709,0.225205344
襄阳市,61.2079164,444.8696381,0.927152329
襄城区,93.23176076,75.17559287,0.543851037
樊城区,84.89540312,760.3197127,0.233493154
襄州区,23.96728522,623.4448259,0.420501048
南漳县,17.25537991,692.3524761,0.788767866
谷城县,69.34653675,426.6230049,0.290679433
保康县,37.80292968,342.9799384,0.787551441
老河口市,38.99595823,926.1941496,0.912496038
枣阳市,12.46017717,253.2186069,0.085559788
宜城市,51.11660488,97.46432479,0.20513116
鄂州市,68.15732683,498.6974039,0.455379975
梁子湖区,83.07090736,296.6665338,0.176793951
华容区,80.24085108,800.8592281,0.36241962
鄂城区,19.19829297,798.9671253,0.387719784
荆门市,20.30617775,203.0991259,0.034406877
东宝区,60.74348536,170.2829903,0.314271521
掇刀区,67.41121598,140.9432789,0.664629744
京山县,71.3881768,446.8397598,0.611989565
沙洋县,28.00125452,107.193219,0.163565289
钟祥市,59.83965834,950.5563599,0.867389936
孝感市,50.28812159,655.522506,0.621954379
孝南区,99.04481706,849.2099347,0.734342141
孝昌县,70.39370254,211.4053934,0.0230726
大悟县,85.5128869,131.445042,0.843908371
云梦县,90.67300668,800.7536564,0.570797422
应城市,88.31672165,867.2544239,0.227584066
安陆市,74.27542233,463.3000481,0.858384467
汉川市,69.42309009,410.8058421,0.260650114
荆州市,44.97270991,351.5644929,0.607861583
沙市区,79.3373321,20.67567465,0.611876479
荆州区,86.02333931,264.0732542,0.671469472
公安县,87.2651871,770.4536395,0.35095941
监利县,36.39918048,822.0152698,0.549809187
江陵县,24.84642925,241.0731243,0.080543309
石首市,29.58720213,946.5917492,0.310830854
洪湖市,57.4136412,822.3226795,0.118951723
松滋市,65.10828507,964.0845061,0.963095616
黄冈市,84.15612393,263.5526748,0.791729024
黄州区,84.99188344,816.6650729,0.180502253
团风县,93.65968319,510.09315,0.016207681
红安县,14.73188509,834.1113953,0.930339108
罗田县,60.6969359,19.80937294,0.117122772
英山县,24.47998128,731.7384342,0.930368668
浠水县,82.16712414,232.5815157,0.334635154
蕲春县,58.50542517,384.6538094,0.530406149
黄梅县,51.82805072,858.8739047,0.318922653
麻城市,16.02541594,826.2951754,0.951004469
武穴市,26.68549613,461.3482149,0.473966049
咸宁市,58.27112173,260.0092496,0.520829402
咸安区,17.307043,3.033538479,0.594576877
嘉鱼县,82.01883357,444.1708275,0.392403845
通城县,87.91504699,847.2822061,0.033089202
崇阳县,63.81952126,796.2260519,0.784458519
通山县,23.77843702,456.8486427,0.62681959
赤壁市,35.60884072,494.4373154,0.313410478
随州市,70.66950483,467.953551,0.007772928
曾都区,24.28966127,455.9488252,0.511551439
随县,87.28633921,387.1134616,0.325797165
广水市,25.06064745,347.6796695,0.123756085
恩施土家族苗族自治州,91.57407386,247.5242147,0.688835244
恩施市,27.25859854,16.03040494,0.529339174
利川市,13.72557193,700.0240405,0.296410095
建始县,65.23353464,337.1180773,0.184933912
巴东县,80.530486,631.3441169,0.509647339
宣恩县,83.35937219,53.14333639,0.222245078
咸丰县,72.20840824,256.8061407,0.933080118
来凤县,49.92782741,738.7822423,0.213309951
鹤峰县,50.57498715,752.7239994,0.396802503
仙桃市,11.37106468,720.1360393,0.871465625
潜江市,58.7062119,232.8794608,0.277249281
天门市,46.88390851,726.7268471,0.222663305
神农架林区,77.38008301,67.01164571,0.80492764
湖南省,30.12208775,961.7696495,0.009782344
长沙市,58.71037006,560.3476462,0.429070434
芙蓉区,85.74051584,409.3944264,0.59901316
天心区,14.61711728,440.4014906,0.366515392
岳麓区,89.52143444,619.9386318,0.558260061
开福区,94.83594596,932.8423889,0.557990583
雨花区,80.95506735,420.7486767,0.946056979
望城区,73.88871507,266.8965064,0.855162545
长沙县,48.16794961,639.5554453,0.752237019
浏阳市,29.49404525,66.73662199,0.412291995
宁乡市,17.96583348,908.4901697,0.366244954
株洲市,51.78060735,494.2662871,0.649217954
荷塘区,72.77973367,665.0366694,0.040250158
芦淞区,79.04207209,191.4930286,0.437319807
石峰区,49.45060441,223.6787539,0.15565444
天元区,94.06667505,820.3173152,0.079677004
株洲县,20.30134255,320.1483018,0.763309432
攸县,19.62358736,8.901248065,0.900682792
茶陵县,77.69185374,44.94736246,0.42460599
炎陵县,57.41236385,964.2039157,0.747751925
